song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,hot
Flowers,Miley Cyrus,0.707,0.681,0.0,-4.325,1.0,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,audio_features,spotify:track:0yLdNVWF3Srea0uzk55zFn,https://api.spotify.com/v1/tracks/0yLdNVWF3Srea0uzk55zFn,https://api.spotify.com/v1/audio-analysis/0yLdNVWF3Srea0uzk55zFn,200455.0,4.0,Yes
Kill Bill,SZA,0.644,0.728,8.0,-5.75,1.0,0.0351,0.0543,0.169,0.161,0.43,88.993,audio_features,spotify:track:3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/tracks/3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/audio-analysis/3OHfY25tqY28d16oZczHc8,153947.0,4.0,Yes
Last Night,Morgan Wallen,0.517,0.675,6.0,-5.382,1.0,0.0357,0.459,0.0,0.151,0.518,203.853,audio_features,spotify:track:59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/tracks/59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/audio-analysis/59uQI0PADDKeE6UZDTJEe8,163855.0,4.0,Yes
Unholy,Sam Smith & Kim Petras,0.719,0.454,2.0,-7.384,1.0,0.0707,0.0138,4.83e-06,0.318,0.224,131.007,audio_features,spotify:track:3bXRd0yVb5sw2WVblM5URR,https://api.spotify.com/v1/tracks/3bXRd0yVb5sw2WVblM5URR,https://api.spotify.com/v1/audio-analysis/3bXRd0yVb5sw2WVblM5URR,156943.0,4.0,Yes
Creepin',"Metro Boomin, The Weeknd & 21 Savage",0.715,0.62,1.0,-6.005,0.0,0.0484,0.417,0.0,0.0822,0.172,97.95,audio_features,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,221520.0,4.0,Yes
Cuff It,Beyonce,0.78,0.689,7.0,-5.668,1.0,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,audio_features,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389.0,4.0,Yes
Anti-Hero,Taylor Swift,0.637,0.643,4.0,-6.571,1.0,0.0519,0.13,1.8e-06,0.142,0.533,97.008,audio_features,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690.0,4.0,Yes
Die For You,The Weeknd,0.582,0.525,1.0,-7.163,0.0,0.0627,0.111,0.0,0.134,0.51,133.249,audio_features,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/tracks/2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/audio-analysis/2Ch7LmS7r2Gy2kc64wv3Bz,260253.0,4.0,Yes
As It Was,Harry Styles,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,spotify:track:4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303.0,4.0,Yes
Just Wanna Rock,Lil Uzi Vert,0.486,0.545,11.0,-7.924,1.0,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,audio_features,spotify:track:4FyesJzVpA39hbYvcseO2d,https://api.spotify.com/v1/tracks/4FyesJzVpA39hbYvcseO2d,https://api.spotify.com/v1/audio-analysis/4FyesJzVpA39hbYvcseO2d,123891.0,4.0,Yes
Thought You Should Know,Morgan Wallen,0.529,0.695,6.0,-6.174,1.0,0.0278,0.488,1.24e-05,0.142,0.514,139.993,audio_features,spotify:track:6NHpyYvJyQsg2nXXzGYc2R,https://api.spotify.com/v1/tracks/6NHpyYvJyQsg2nXXzGYc2R,https://api.spotify.com/v1/audio-analysis/6NHpyYvJyQsg2nXXzGYc2R,215572.0,4.0,Yes
Made You Look,Meghan Trainor,0.838,0.525,10.0,-3.562,1.0,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,audio_features,spotify:track:0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u,134256.0,4.0,Yes
Under The Influence,Chris Brown,0.733,0.69,9.0,-5.529,0.0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,audio_features,spotify:track:5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/tracks/5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/audio-analysis/5IgjP7X4th6nMNDh4akUHb,184613.0,4.0,Yes
Golden Hour,JVKE,0.515,0.593,4.0,-4.801,1.0,0.0322,0.653,0.162,0.25,0.153,94.467,audio_features,spotify:track:5odlY52u43F5BjByhxg7wg,https://api.spotify.com/v1/tracks/5odlY52u43F5BjByhxg7wg,https://api.spotify.com/v1/audio-analysis/5odlY52u43F5BjByhxg7wg,209260.0,3.0,Yes
You Proof,Morgan Wallen,0.731,0.85,9.0,-4.913,1.0,0.0336,0.252,0.0,0.605,0.644,119.706,audio_features,spotify:track:5uU1uuyaUIBOiiUSQG7Wl3,https://api.spotify.com/v1/tracks/5uU1uuyaUIBOiiUSQG7Wl3,https://api.spotify.com/v1/audio-analysis/5uU1uuyaUIBOiiUSQG7Wl3,157478.0,4.0,Yes
Rock And A Hard Place,Bailey Zimmerman,0.582,0.568,1.0,-7.3,1.0,0.0275,0.577,0.0,0.105,0.394,121.991,audio_features,spotify:track:4686eQ81DEswHa90bcdlC9,https://api.spotify.com/v1/tracks/4686eQ81DEswHa90bcdlC9,https://api.spotify.com/v1/audio-analysis/4686eQ81DEswHa90bcdlC9,207541.0,3.0,Yes
Something In The Orange,Zach Bryan,0.369,0.192,4.0,-12.151,0.0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,audio_features,spotify:track:3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013.0,3.0,Yes
Bad Habit,Steve Lacy,0.686,0.507,1.0,-7.097,1.0,0.0357,0.626,7.51e-05,0.383,0.69,168.955,audio_features,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/tracks/5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/audio-analysis/5CM4UuQ9Gnd6K2YyKGPMoK,232115.0,4.0,Yes
"Going, Going, Gone",Luke Combs,0.565,0.56,6.0,-6.034,1.0,0.0275,0.538,0.0,0.0961,0.325,159.931,audio_features,spotify:track:67AdiJcurlf6gocGobfaXs,https://api.spotify.com/v1/tracks/67AdiJcurlf6gocGobfaXs,https://api.spotify.com/v1/audio-analysis/67AdiJcurlf6gocGobfaXs,177267.0,4.0,Yes
Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",0.526,0.606,5.0,-5.3,0.0,0.259,0.152,2.36e-06,0.194,0.492,116.622,audio_features,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,https://api.spotify.com/v1/tracks/0vjeOZ3Ft5jvAi9SBFJm1j,https://api.spotify.com/v1/audio-analysis/0vjeOZ3Ft5jvAi9SBFJm1j,182667.0,4.0,Yes
Lavender Haze,Taylor Swift,0.733,0.436,10.0,-10.489,1.0,0.08,0.258,0.000573,0.157,0.0976,96.985,audio_features,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/tracks/5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/audio-analysis/5jQI2r1RdgtuT8S3iG8zFC,202396.0,4.0,Yes
Players,Coi Leray,0.954,0.516,6.0,-5.817,1.0,0.16,0.03,7.54e-06,0.0504,0.624,105.001,audio_features,spotify:track:6UN73IYd0hZxLi8wFPMQij,https://api.spotify.com/v1/tracks/6UN73IYd0hZxLi8wFPMQij,https://api.spotify.com/v1/audio-analysis/6UN73IYd0hZxLi8wFPMQij,139560.0,4.0,Yes
Shirt,SZA,0.848,0.512,3.0,-7.72,0.0,0.102,0.228,0.00232,0.0879,0.572,120.009,audio_features,spotify:track:2wSTnntOPRi7aQneobFtU4,https://api.spotify.com/v1/tracks/2wSTnntOPRi7aQneobFtU4,https://api.spotify.com/v1/audio-analysis/2wSTnntOPRi7aQneobFtU4,181840.0,4.0,Yes
Sure Thing,Miguel,0.684,0.607,11.0,-8.127,0.0,0.1,0.0267,0.000307,0.191,0.498,81.001,audio_features,spotify:track:0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373.0,4.0,Yes
The Kind Of Love We Make,Luke Combs,0.608,0.745,1.0,-4.13,1.0,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,audio_features,spotify:track:48UKTR66uUOT9LaUvooTNx,https://api.spotify.com/v1/tracks/48UKTR66uUOT9LaUvooTNx,https://api.spotify.com/v1/audio-analysis/48UKTR66uUOT9LaUvooTNx,224427.0,4.0,Yes
Heart Like A Truck,Lainey Wilson,0.587,0.632,9.0,-5.416,1.0,0.0311,0.148,1.01e-05,0.158,0.392,139.974,audio_features,spotify:track:5ZCjp56T8J6d7amJyFSzrI,https://api.spotify.com/v1/tracks/5ZCjp56T8J6d7amJyFSzrI,https://api.spotify.com/v1/audio-analysis/5ZCjp56T8J6d7amJyFSzrI,199040.0,4.0,Yes
Snooze,SZA,0.559,0.551,5.0,-7.231,1.0,0.132,0.141,0.0,0.11,0.392,143.008,audio_features,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,201800.0,4.0,Yes
Until I Found You,Stephen Sanchez,0.551,0.55,10.0,-5.339,1.0,0.0286,0.777,0.0,0.202,0.342,101.19,audio_features,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/audio-analysis/1Y3LN4zO1Edc2EluIoSPJN,176440.0,3.0,Yes
I Wrote The Book,Morgan Wallen,0.682,0.805,2.0,-3.739,1.0,0.0403,0.0888,5.34e-05,0.0776,0.826,143.978,audio_features,spotify:track:76FeKAU0A4dpFGrVSg2TX2,https://api.spotify.com/v1/tracks/76FeKAU0A4dpFGrVSg2TX2,https://api.spotify.com/v1/audio-analysis/76FeKAU0A4dpFGrVSg2TX2,181767.0,4.0,Yes
About Damn Time,Lizzo,0.836,0.743,10.0,-6.305,0.0,0.0656,0.0995,0.0,0.335,0.722,108.966,audio_features,spotify:track:1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822.0,4.0,Yes
She Had Me At Heads Carolina,Cole Swindell,0.607,0.912,8.0,-3.449,1.0,0.0611,0.124,0.0,0.332,0.722,134.944,audio_features,spotify:track:200x8ONbPfFzByUr3fVz46,https://api.spotify.com/v1/tracks/200x8ONbPfFzByUr3fVz46,https://api.spotify.com/v1/audio-analysis/200x8ONbPfFzByUr3fVz46,206107.0,4.0,Yes
Nobody Gets Me,SZA,0.358,0.284,7.0,-8.285,1.0,0.0285,0.805,0.0,0.183,0.276,99.796,audio_features,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,180853.0,3.0,Yes
What My World Spins Around,Jordan Davis,0.675,0.726,2.0,-6.459,1.0,0.0461,0.105,0.0,0.153,0.671,124.872,audio_features,spotify:track:6HBRLaSQ7NB8MNlaqzYen1,https://api.spotify.com/v1/tracks/6HBRLaSQ7NB8MNlaqzYen1,https://api.spotify.com/v1/audio-analysis/6HBRLaSQ7NB8MNlaqzYen1,186791.0,4.0,Yes
Unstoppable,Sia,0.468,0.779,9.0,-4.839,1.0,0.0779,0.112,0.000373,0.101,0.26,173.799,audio_features,spotify:track:1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/tracks/1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/audio-analysis/1yvMUkIOTeUNtNWlWRgANS,217747.0,4.0,Yes
One Thing At A Time,Morgan Wallen,0.614,0.913,7.0,-5.126,1.0,0.0296,0.0042,1.72e-06,0.26,0.92,141.982,audio_features,spotify:track:6KGtAlYvgm4W9PoYabFAYE,https://api.spotify.com/v1/tracks/6KGtAlYvgm4W9PoYabFAYE,https://api.spotify.com/v1/audio-analysis/6KGtAlYvgm4W9PoYabFAYE,206865.0,4.0,Yes
Whiskey On You,Nate Smith,0.479,0.768,8.0,-5.204,1.0,0.0312,7.02e-05,0.00549,0.121,0.576,110.024,audio_features,spotify:track:6Tm4Io4ct4w14nB1EUzsY3,https://api.spotify.com/v1/tracks/6Tm4Io4ct4w14nB1EUzsY3,https://api.spotify.com/v1/audio-analysis/6Tm4Io4ct4w14nB1EUzsY3,183790.0,4.0,Yes
Love Again,The Kid LAROI,0.662,0.398,11.0,-6.691,0.0,0.0275,0.716,0.0,0.111,0.468,107.001,audio_features,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/tracks/4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/audio-analysis/4sx6NRwL6Ol3V6m9exwGlQ,145850.0,4.0,Yes
Everything I Love,Morgan Wallen,0.563,0.851,8.0,-3.798,1.0,0.026,0.00417,0.00113,0.147,0.72,103.996,audio_features,spotify:track:62L9AbfPmUm8gV578rxC51,https://api.spotify.com/v1/tracks/62L9AbfPmUm8gV578rxC51,https://api.spotify.com/v1/audio-analysis/62L9AbfPmUm8gV578rxC51,187047.0,4.0,Yes
Lift Me Up,Rihanna,0.247,0.299,9.0,-6.083,1.0,0.0315,0.899,0.0,0.131,0.172,177.115,audio_features,spotify:track:35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,196520.0,4.0,Yes
Low,SZA,0.698,0.546,0.0,-7.234,0.0,0.0559,0.425,0.00314,0.16,0.335,145.044,audio_features,spotify:track:2GAhgAjOhEmItWLfgisyOn,https://api.spotify.com/v1/tracks/2GAhgAjOhEmItWLfgisyOn,https://api.spotify.com/v1/audio-analysis/2GAhgAjOhEmItWLfgisyOn,181080.0,4.0,Yes
Tennessee Orange,Megan Moroney,0.38,0.488,9.0,-6.637,1.0,0.029,0.126,7.23e-06,0.115,0.268,156.031,audio_features,spotify:track:3fl4zil6HJ0N1FL3YIRwdC,https://api.spotify.com/v1/tracks/3fl4zil6HJ0N1FL3YIRwdC,https://api.spotify.com/v1/audio-analysis/3fl4zil6HJ0N1FL3YIRwdC,223120.0,3.0,Yes
X Si Volvemos,Karol G x Romeo Santos,0.793,0.78,1.0,-4.247,0.0,0.249,0.341,0.0,0.111,0.576,178.046,audio_features,spotify:track:3Zyk5Vd9WNPNVWxvb0EZTk,https://api.spotify.com/v1/tracks/3Zyk5Vd9WNPNVWxvb0EZTk,https://api.spotify.com/v1/audio-analysis/3Zyk5Vd9WNPNVWxvb0EZTk,203360.0,4.0,Yes
Bloody Mary,Lady Gaga,0.591,0.637,9.0,-6.365,0.0,0.03,0.0107,1.95e-06,0.113,0.432,99.998,audio_features,spotify:track:11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/tracks/11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/audio-analysis/11BKm0j4eYoCPPpCONAVwA,244760.0,4.0,Yes
Handle On You,Parker McCollum,0.588,0.931,6.0,-3.925,1.0,0.0318,0.00411,0.0,0.345,0.625,105.027,audio_features,spotify:track:6Qpfsw8OS5HW5XxgmXYLWS,https://api.spotify.com/v1/tracks/6Qpfsw8OS5HW5XxgmXYLWS,https://api.spotify.com/v1/audio-analysis/6Qpfsw8OS5HW5XxgmXYLWS,219333.0,4.0,Yes
What He Didn't Do,Carly Pearce,0.628,0.632,9.0,-5.932,1.0,0.0325,0.257,0.0,0.288,0.559,137.854,audio_features,spotify:track:5OLaVCAM2pqg7X9mAM2W8M,https://api.spotify.com/v1/tracks/5OLaVCAM2pqg7X9mAM2W8M,https://api.spotify.com/v1/audio-analysis/5OLaVCAM2pqg7X9mAM2W8M,191227.0,4.0,Yes
Freestyle,Lil Baby,0.877,0.517,2.0,-5.426,0.0,0.0706,0.217,0.0,0.143,0.255,119.996,audio_features,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,https://api.spotify.com/v1/tracks/5BbdKBZO0TH0GhfxUfyhL9,https://api.spotify.com/v1/audio-analysis/5BbdKBZO0TH0GhfxUfyhL9,162053.0,4.0,Yes
Wild As Her,Corey Kent,0.504,0.736,0.0,-6.079,1.0,0.0352,0.00216,0.0,0.129,0.46,148.014,audio_features,spotify:track:4RG7P0CXQ4pe0OeCAHjX5L,https://api.spotify.com/v1/tracks/4RG7P0CXQ4pe0OeCAHjX5L,https://api.spotify.com/v1/audio-analysis/4RG7P0CXQ4pe0OeCAHjX5L,199733.0,4.0,Yes
You Didn't,Brett Young,0.623,0.466,11.0,-7.6,1.0,0.0265,0.0421,1.45e-06,0.0996,0.272,81.98,audio_features,spotify:track:5Jwcv2Le3Klwgrgyqa12ZA,https://api.spotify.com/v1/tracks/5Jwcv2Le3Klwgrgyqa12ZA,https://api.spotify.com/v1/audio-analysis/5Jwcv2Le3Klwgrgyqa12ZA,225813.0,3.0,Yes
Growin' Up And Gettin' Old,Luke Combs,0.511,0.6,2.0,-5.699,1.0,0.0268,0.16,5.25e-06,0.114,0.269,146.051,audio_features,spotify:track:6DdPacpAdYkxV8MCzsjaXu,https://api.spotify.com/v1/tracks/6DdPacpAdYkxV8MCzsjaXu,https://api.spotify.com/v1/audio-analysis/6DdPacpAdYkxV8MCzsjaXu,233667.0,4.0,Yes
Nonsense,Sabrina Carpenter,0.74,0.697,8.0,-4.912,1.0,0.034,0.0268,0.0,0.224,0.732,138.992,audio_features,spotify:track:6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,163648.0,4.0,Yes
Here With Me,d4vd,0.574,0.469,4.0,-8.209,1.0,0.0254,0.534,9.21e-05,0.128,0.288,132.023,audio_features,spotify:track:78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/tracks/78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/audio-analysis/78Sw5GDo6AlGwTwanjXbGh,242485.0,4.0,Yes
The Color Violet,Tory Lanez,0.645,0.534,6.0,-10.8,0.0,0.0479,0.157,0.0,0.0863,0.463,105.02,audio_features,spotify:track:3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/tracks/3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/audio-analysis/3azJifCSqg9fRij2yKIbWz,226467.0,4.0,Yes
La Bachata,Manuel Turizo,0.835,0.679,7.0,-5.329,0.0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638.0,4.0,Yes
Forget Me,Lewis Capaldi,0.669,0.742,1.0,-3.518,0.0,0.0441,0.296,0.0,0.355,0.716,101.982,audio_features,spotify:track:5uSFGgIfHMT3osrAd9n9ym,https://api.spotify.com/v1/tracks/5uSFGgIfHMT3osrAd9n9ym,https://api.spotify.com/v1/audio-analysis/5uSFGgIfHMT3osrAd9n9ym,203472.0,4.0,Yes
Shut Up My Moms Calling,Hotel Ugly,0.485,0.409,9.0,-10.711,0.0,0.101,0.325,0.0,0.103,0.376,138.419,audio_features,spotify:track:3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/tracks/3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/audio-analysis/3hxIUxnT27p5WcmjGUXNwx,164571.0,4.0,Yes
Blind,SZA,0.461,0.279,9.0,-11.776,0.0,0.0373,0.911,0.0,0.205,0.599,114.225,audio_features,spotify:track:2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/tracks/2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/audio-analysis/2CSRrnOEELmhpq8iaAi9cd,150720.0,4.0,Yes
OMG,NewJeans,0.804,0.771,9.0,-4.067,0.0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,audio_features,spotify:track:65FftemJ1DbbZ45DUfHJXE,https://api.spotify.com/v1/tracks/65FftemJ1DbbZ45DUfHJXE,https://api.spotify.com/v1/audio-analysis/65FftemJ1DbbZ45DUfHJXE,212253.0,4.0,Yes
No Se Va,Grupo Frontera,0.594,0.527,0.0,-9.335,1.0,0.0335,0.121,0.0,0.234,0.692,172.712,audio_features,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX,https://api.spotify.com/v1/tracks/23Lyy7ZXRvzfgH4JtDkKrX,https://api.spotify.com/v1/audio-analysis/23Lyy7ZXRvzfgH4JtDkKrX,194019.0,4.0,Yes
Love You Better,Future,0.709,0.357,5.0,-9.289,1.0,0.214,0.478,0.000294,0.112,0.544,75.494,audio_features,spotify:track:4XJRpBOG0bU3Nxnvam3FnC,https://api.spotify.com/v1/tracks/4XJRpBOG0bU3Nxnvam3FnC,https://api.spotify.com/v1/audio-analysis/4XJRpBOG0bU3Nxnvam3FnC,129480.0,4.0,Yes
That's What Tequila Does,Jason Aldean,0.522,0.801,5.0,-5.424,1.0,0.1,0.224,0.0,0.301,0.491,155.928,audio_features,spotify:track:6kCFt2ATuMIE5H9zVEJXei,https://api.spotify.com/v1/tracks/6kCFt2ATuMIE5H9zVEJXei,https://api.spotify.com/v1/audio-analysis/6kCFt2ATuMIE5H9zVEJXei,189307.0,3.0,Yes
Love Language,SZA,0.707,0.261,9.0,-10.139,0.0,0.0784,0.853,0.0,0.127,0.545,65.038,audio_features,spotify:track:1eIXYZWEfJO3Na2LCCnIJE,https://api.spotify.com/v1/tracks/1eIXYZWEfJO3Na2LCCnIJE,https://api.spotify.com/v1/audio-analysis/1eIXYZWEfJO3Na2LCCnIJE,183893.0,4.0,Yes
Tennessee Fan,Morgan Wallen,0.482,0.847,6.0,-4.741,1.0,0.0317,0.081,0.0,0.0832,0.592,76.01,audio_features,spotify:track:3Ga7Uele3zN57vQ4F0HPTW,https://api.spotify.com/v1/tracks/3Ga7Uele3zN57vQ4F0HPTW,https://api.spotify.com/v1/audio-analysis/3Ga7Uele3zN57vQ4F0HPTW,198255.0,4.0,Yes
Ditto,NewJeans,0.814,0.641,6.0,-5.957,0.0,0.111,0.027,0.0,0.0993,0.183,133.854,audio_features,spotify:track:3r8RuvgbX9s7ammBn07D3W,https://api.spotify.com/v1/tracks/3r8RuvgbX9s7ammBn07D3W,https://api.spotify.com/v1/audio-analysis/3r8RuvgbX9s7ammBn07D3W,185507.0,4.0,Yes
Watch The World Burn,Falling In Reverse,0.395,0.784,10.0,-5.903,0.0,0.132,0.0135,0.0,0.213,0.353,161.946,audio_features,spotify:track:4CiVz4bw7X1zjCaJ5ZwxUS,https://api.spotify.com/v1/tracks/4CiVz4bw7X1zjCaJ5ZwxUS,https://api.spotify.com/v1/audio-analysis/4CiVz4bw7X1zjCaJ5ZwxUS,203948.0,4.0,Yes
Human,Cody Johnson,0.4,0.647,2.0,-7.279,1.0,0.0337,0.176,5.79e-05,0.11,0.274,84.08,audio_features,spotify:track:5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/tracks/5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/audio-analysis/5AihIu9yF3flkw1jFMyfwW,221520.0,4.0,Yes
In Ha Mood,Ice Spice,0.768,0.74,0.0,-6.595,1.0,0.336,0.696,6.81e-06,0.23,0.532,141.059,audio_features,spotify:track:0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/tracks/0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/audio-analysis/0yUaLqhsVsguBpoOPL4cO7,129362.0,4.0,Yes
Back End,Finesse2Tymes,0.88,0.746,10.0,-3.381,0.0,0.124,0.0129,0.0,0.105,0.315,130.045,audio_features,spotify:track:40V9sT2iWVgRa6b6JVGEq1,https://api.spotify.com/v1/tracks/40V9sT2iWVgRa6b6JVGEq1,https://api.spotify.com/v1/audio-analysis/40V9sT2iWVgRa6b6JVGEq1,165479.0,4.0,Yes
Do It Again,NLE Choppa & 2Rare,0.802,0.646,10.0,-8.14,0.0,0.32,0.0518,1.02e-05,0.117,0.621,176.094,audio_features,spotify:track:0SrOA5HwtHDkYMGipWTmX0,https://api.spotify.com/v1/tracks/0SrOA5HwtHDkYMGipWTmX0,https://api.spotify.com/v1/audio-analysis/0SrOA5HwtHDkYMGipWTmX0,193824.0,4.0,Yes
Snap,Rosa Linn,0.565,0.636,0.0,-8.198,1.0,0.0638,0.107,9.9e-06,0.447,0.525,170.01,audio_features,spotify:track:76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/tracks/76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/audio-analysis/76OGwb5RA9h4FxQPT33ekc,179551.0,4.0,Yes
California Breeze,Lil Baby,0.738,0.666,5.0,-6.97,0.0,0.455,0.00361,0.0,0.107,0.215,161.734,audio_features,spotify:track:6ug9fUi5oLLgQgOF1G8WkM,https://api.spotify.com/v1/tracks/6ug9fUi5oLLgQgOF1G8WkM,https://api.spotify.com/v1/audio-analysis/6ug9fUi5oLLgQgOF1G8WkM,177789.0,4.0,Yes
Heart To Heart,Mac DeMarco,0.901,0.136,8.0,-16.127,0.0,0.102,0.667,0.354,0.109,0.643,150.076,audio_features,spotify:track:7EAMXbLcL0qXmciM5SwMh2,https://api.spotify.com/v1/tracks/7EAMXbLcL0qXmciM5SwMh2,https://api.spotify.com/v1/audio-analysis/7EAMXbLcL0qXmciM5SwMh2,211140.0,4.0,Yes
Next Thing You Know,Jordan Davis,0.557,0.597,5.0,-8.296,1.0,0.048,0.646,0.0,0.0974,0.414,78.526,audio_features,spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/tracks/2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/audio-analysis/2lNTHWu2I5Tcz9ukWsV5Jj,175238.0,4.0,Yes
Never Gonna Not Dance Again,P!nk,0.668,0.802,5.0,-4.005,0.0,0.0917,0.0273,0.0,0.163,0.769,113.796,audio_features,spotify:track:6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/tracks/6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/audio-analysis/6sZo5nJIsFWXefRCCexpx0,225789.0,4.0,Yes
